date,code,diary_text
1884-05-05,sa_024r_0020_0050_0110,"5일(11일, 월, 맑음, 삼가다) 아침 공부 여전하다. 경기관찰사 김홍집(金弘集) 공이 미국공사를 내방하다. 민독판 민영목 ·이완서 이조연 가 미국공사를 내방하다. 이날 남병영(南兵營)에 글을 올리다."
1884-05-06,sa_024r_0020_0050_0120,"6일(12일, 화, 맑음, 삼가다) 아침 공부 여전하다. 밤에 예궐했으나 아무 일이 없었다. 밤이 깊어서야 공사관으로 돌아오다."
1884-05-07,sa_024r_0020_0050_0130,"7일(13일, 수, 맑음, 삼가다) 아침 공부 여전하다. 이날 상께서 파크스 공사, 아스톤 영사를 인견하다. 이완서 이조연 가 통역을 하다. 이날 미국공사 내외, 사서기, 영국공사 딸과 그 밖의 여러 수행원과 같이 경복궁으로 소풍갔다가 저녁때 돌아오다. 밤에 고우장 김옥균 을 방문하다."
1884-05-08,sa_024r_0020_0050_0140,"8일(14일, 목, 맑음, 삼가다) 아침에 고우장 김옥균 을 방문했다가 10시경에 공사관으로 돌아오다. 오후 4시에 미국공사 부인, 영국공사 부인과 같이 입궐하여 열전(列殿)을 뵙다. 6시에 양요리 찬을 내리시고 이어 등불놀이를 보여 주시다. 밤 11시경에 이르러 공사관으로 돌아오다. 궐내에서 서양 요리로 외인을 대접하는 것은 이날부터 비롯되었는데, 각양 접대가 하나도 흠이 없으니 기쁘고 기쁘다."
1884-05-09,sa_024r_0020_0050_0150,"9일(15일 금, 맑음, 삼가다) 아침 공부 여전하다. 저녁때 예궐했다가 곧 물러나오다. 밤에 미국공사가 영국공사가 일행을 초청하다. 그의 출발을 전별(餞別)하는 것이다."
1884-05-10,sa_024r_0020_0050_0160,"10일(16일, 토, 맑음, 삼가다) 아침 공부 여전하다. 저녁때 예궐하였다가 곧 물러나오다. 밤에 대치장 유대치 을 방문하다."
1884-05-11,sa_024r_0020_0050_0170,"11일(17일, 일, 맑음, 삼가다) 공사관에서 지내다. 아침 공부 여전하다."
1884-05-12,sa_024r_0020_0050_0180,"12일(18일, 월, 맑음, 삼가다) 아침 공부 여전하다. 오후 3시경에 고우장 김옥균 이 미국공사를 내방하여 시사를 토론하다. 별로 긴한 말은 없었다. 밤에 고우장을 방문했는데 고우·만여 한만여 ·이석사(李碩士)도 자리에 있었다. 근시자(近侍者)와 힘을 합하지 않으면 안된다는 데에 의견이 미쳤으나 근시자 이(李: 이조연)·한(韓: 한규직) 무리는 가만히 의심과 두려움을 품고 있어서 고우장의 사람됨이 찬란하기 때문이다. 까마귀떼처럼 모였다가 모래알처럼 흩어지고 마니 협력하기가 매우 어렵고, 자연히 나라 일을 결정하기가 어렵다. 어찌 원통스럽지 않으며 한탄스럽지 않은가. 임금은 약하고 신하는 아첨하며 무기력하여 고식적으로 처리하는 것을 만전의 계책으로 삼고, 진작과 진보를 망국의 계책으로 여기며, 상하는 눈앞의 이익에 급급하다. 진실로 지각 있는 자가 한마디 의논을 하면 여러 간신들이 백방으로 모해한다. 그것은 세상 일이 한번 밝혀지면 자기들 요물배(妖物輩)는 몸을 숨기고 제 몸 살찌게 하는 곳을 잃어버리게 되는 까닭이다. 그런데 정부는 확립되지 않아 조정의 명령은 일정하지 않고 아첨하는 신하들은 안에서 뇌물을 탐내고 모진 관원들을 밖에서 재물을 토색하여 백성들이 믿고 살지 못하고 도적은 그칠 사이가 없다. 간교한 무리들이 벼슬자리를 차지하고 있어 외교와 상무(商務)는 전혀 흥하여 일어남이 없다. 여기에서 한 사람이 현명하지 못하면 만민이 실업하게 됨을 볼 수 있다. 대저 이 같은 위태위태한 형세에서 능히 편안하게 지날 수 있겠는가. 나는 믿지 못하겠다. 그렇다고 하면 어떤 일이 일어나겠는가. 평범한 견해로 어찌 능히 미리 짐작할 수 있을까마는, 다만 염려되는 것은 작은 허물이 정부가 시기하고 다투는 가운데서 일어나 점차 무뢰한 난민에게 번져가게 될 것이다. 그러나 이는 피리구멍을 통하여 하늘을 엿보는 어리석은 논의인 것이다. 누가 능히 아무 것도 하지 않으면서 천하가 다스려지리라고 생각하겠는가. 고우가 돌아오면서 모든 사람이 협력하여 국사가 잘 되어가리라고 기대하였는데, 어찌 세상 일이 이와 같이 어려우며 지사(志士)가 지모(智謀)를 쓸 바탕이 없어 신음하면서 날을 보내리라 생각했겠는가. 어느덧 본래에 계획하여 바라던 것을 크게 잃자 큰 걱정이나 있는 듯이 마음이 울적하니 나와 같은 생각을 가진 자가 누구이며 또 몇이나 되는지 알지 못하겠다. 그런데 만약 조선에 결단을 내리는 용기가 원래부터 있었다면, 어찌 이와 같이 헛된 탄식만 할 뿐이겠는가. 미루어 보건대, 우리나라가 이와 같이 수렁 속에 헤매어 떨치지 못하는 것은 다 우리나라 사람들이 무기력한 까닭에 말미암은 것이다. 나와 남을 가릴 것 없이."
1884-05-13,sa_024r_0020_0050_0190,"13일(19일, 화, 맑음, 삼가다) 아침 공부 여전하다. 종일 답답하고 즐겁지가 않다. 간밤의 감회가 아직도 사라지지 않았기 때문이리라. 밤에 예궐했다가 한 일 없이 공사청에서 하룻밤을 자다."
1884-05-14,sa_024r_0020_0050_0200,"14일(20일, 수, 맑음, 삼가다) 아침 공부 여전하다. 일찍 대궐에서 물러나오는 길에 고우 김옥균 ·금석 홍영식 두 분을 방문하고 돌아오다. 공사관에서 지내다. 대치 유대치 가 내방하다."
1884-05-15,sa_024r_0020_0050_0210,"15일(21일, 목, 맑음, 삼가다) 아침에 [의미불명] 공사관에서 지내다. 밤에 이순장(而純丈: 박제형)을 방문하여 『영화자전(英華字典)』과 미국 『대성자전(大成字典)』 2책을 사다. 모두 긴요한 책이기는 하나 내가 시급히 필요로 하는 것은 아니다. 그러나 다만 이순을 보건대 지금의 궁핍한 처지가 이와 같으니 어찌 그가 그리하고 싶어서 하는 것이며, 내가 백금(百金)으로 긴요치 않은 책을 사는 것이 어찌 즐겨서 하는 것이겠는가. 단지 파는 사람도 부득이한 것이고 사는 사람도 우의(友誼)로 하여 물리칠 수 없는 것 뿐이다. 이날 가친의 하서를 받다."
1884-05-16,sa_024r_0020_0050_0220,"16일(22일, 금, 맑음, 삼가다) 아침 공부 여전하다. 저녁때 대궐에 나가다. 상께서 황금시계 1개와 한충(漢沖) 042 042 한충(漢沖) 부인용향·향과 약을 반죽하여 금실에 엮어 흰말총으로 만든 갑에 넣어 패용한다. 108개 일조(一條)를 내리다. 성은이 황감하다."
1884-05-17,sa_024r_0020_0050_0230,"17일(23일, 토, 비, 삼가다) 이날 오후 2시에 상께서 미국공사를 편전(便殿)으로 불러들여 보셨다. 상께서 부탁하시기를, “러시아, 불란서가 우리나라와 체약할 때 잘 소개하여 달라”고 하셨다. 또 부탁하시기를, “귀국이 우리나라를 대하는 것처럼 이 두 나라가 우리나라를 속으로 돕도록 권해 달라”고 하셨다. 미국공사가 대답하여 아뢰기를, “마땅히 힘써 주선하여 상의 뜻을 받들 것입니다”라고 하였다. 상께서 말씀하시기를, “듣건대 이곳에 있는 청병(淸兵)의 태반이 귀국하였다 하니 기쁘다”고 하셨다. 미국공사가 아뢰기를, “만약 귀 대군주께서 청병의 철귀를 바라신다면 외신(外臣)에게 그 철귀를 재촉할 방도가 있는데 주상의 뜻이 어떠하신지 모르겠습니다”라고 하였다. 상께서 말씀하시기를, “두해 전의 난리 임오군란 때 청병(淸兵)이 이곳에 있어서 그 협력을 받아 평정했으므로 고맙지 않은 것은 아니다. 그러나 지금에 와서는 우리나라가 그 도움을 필요로 하지 않을 뿐 아니라 도리어 자주 국체를 손상시키고 있는 것이다. 그런데 우리 정부에서는 청병의 철귀를 정할 수가 없다. 만약 귀국에서 이론을 제기하여 철귀하게 한다면 어찌 고맙고 좋지 않겠는가?”라고 하셨다. 미국공사가 아뢰기를, “주상의 뜻을 알았으니 외신(外臣)이 마땅히 미국정부에 말하여 도모함이 있게 할 것입니다”라고 하였다. 상께서 말씀하시기를, “일전에 들으니 경(卿)은 새 군총(軍銃)을 궁안에 보관하여 지금의 병대가 갖기 않도록 하되, 능히 그 조종할 줄 아는 사람을 기다려서 주도록 하라고 하였다 하니 감탄함을 금하기 어렵다. 내가 이를 보관하되 경이나 미국 무교사(武敎師)의 말이 없이는 나누어주지 않을 것이다”라고 하셨다.(상께서 나에게 이 하교를 전하도록 명하셨으나 내가 재삼 주저하다가 주상의 뜻이 확정된 것을 안 뒤에 전하였다.. 미국공사가 아뢰기를, “외신(外臣)이 이같이 아뢴 것은 다른 이유 때문이 아니라 다만 이번에 구입한 총은 세상에서 더 없이 좋은 무기이며 귀 대군주께서 많은 은을 써서 이를 구입한 것은 만일의 근심에 대비하기 위한 것이었습니다. 만약 이와 같이 좋은 무기를 미리 내어 주어 지금의 훈련 받지 못한 병정들이 훼손시킨다면 일이 생길 때 무엇으로 대비하겠습니까? 이것이 외신(外臣)이 궁안에 보관하도록 말씀드린 까닭입니다”라고 하였다. 상께서 옳다고 하셨다. 미국공사가 또 아뢰기를, “병대는 마땅히 한 교사를 시켜 연마시켜야 하며, 각각 일당(一黨)을 만들어 서로 대적케 하는 것은 옳지가 않습니다”라고 하였다. 상께서 각별히 옳다고 하셨다. 상께서 또 묻기를, “세계에서 어떤 나라가 미국과 제일 화목한가”라고 하셨는데, 미국공사는 러시아라고 대답하였다. 이밖에 두어 시각에 걸쳐 묻고 아뢴 것은 모두 우리나라가 미국 믿기를 형제처럼 한다든가, 세계 사정에 관한 것이었으나 자세히 적을 만한 것은 아니었다. 민독판 민영목 이 나에게 묻기를, “김고우 김옥균 가 돌아온 뒤 몇 차례나 미국공사를 방문했느냐”고 하였다. 내가 대답하기를, “두 차례였고 또 일간 내방할 것이라 하였는데 아직 오지 않았습니다”고 하였다. 민씨가 말하기를, “듣건대 김모(金某)가 귀국한 뒤 미국공사를 주상께 비방했다는데 미국공사가 김고우와 어떠한 갈등이 있는지 알지 못하겠다”고 하였다. 내가 말하기를, “전혀 없었습니다. 그런데 김공은 본래 재주가 넘쳐 인물을 함부로 평하는 만큼 미국공사를 비방하였다고 하는 것도 족히 괴이할 것이 없습니다”고 하였다. 가소롭고 한탄스럽다. 이는 이른바 좀도둑의 소행이라 할 것이다."
1884-05-18,sa_024r_0020_0050_0240,"18일(24일, 일, 흐림, 삼가다) 이날 밤에 모교낭(毛橋娘: 백낭)을 만나다."
1884-05-19,sa_024r_0020_0050_0250,"19일(25일, 월, 맑음, 삼가다) 이날 미국공사와 그 서기, 홍참판 홍영식 과 같이 문 밖의 식물원(植物園)을 가 보다. 저녁때 고우 김옥균 를 방문하고 밤에는 대치장 유대치 을 방문하다. 아침에 가친께 평서를 올리다."
1884-05-20,sa_024r_0020_0050_0260,"20일(26일, 화, 맑음, 삼가다) 점심때 버나도우와 같이 예궐하여 총을 보관한 처소를 검사하여 보고 저녁때 돌아오다."
1884-05-21,sa_024r_0020_0050_0270,"21일(27일, 화, 맑음, 삼가다) 이날 오후 2시에 삼전(三殿)께서 미국공사 부인과 아스톤 부인을 인견(引見)하다. 밤에 주전기계(鑄錢器械)의 설치가 무용한 것임을 아뢰었다. 이날 여송연 20개피를 내리다. 아침에 모교낭을 만나 108 한충(漢沖)을 주다."
1884-05-22,sa_024r_0020_0050_0280,"22일(28일, 목, 맑음, 삼가다) 공사관에서 지내다. 오후에 미국공사가 고우 김옥균 와 만나 제물포 서양인 거류지에 대하여 의논하다. 고우가 일간 알려줄 것으로 약속하다."
1884-05-23,sa_024r_0020_0050_0290,"23일(29일, 금, 맑음, 삼가다) 공부 여전하다. 오후 2시경에 미국공사가 외아문(外衙門)으로 가서 목씨 뮐렌도르프 와 더불어 제물포의 서양인 거류지에 대하여 의논하다. 저녁때 입궐했다가 일찍 물러나오다. 밤에 모교낭 백낭 이 나에게 비단주머니와 약주머니 등을 주다. 그 정의가 고맙다."
1884-05-24,sa_024r_0020_0050_0300,"24일(30일, 토, 맑음, 삼가다) 공부 여전하다. 아침에 미국공사가 나에게 말하기를, “전일에 내가 목씨 뮐렌도르프 와 더불어 일을 의논하기를 원치 않았던 것은 그가 조선정부도 아니요 또한 그가 어리석어 더불어 족히 의논할 수도 없기 때문이었다. 그런데 지금 와서 보니 무릇 외무·세관 등에 관한 일은 가부·성패·전화(戰和) 간에 모두 다 그 손아귀에 있다. 외무 관리들은 모두 그의 부림을 받으니 내가 비록 외아문으로 가서 일을 의논해도 모든 일이 필경에는 목씨에게서 결정되고 만다. 그러므로 지금부터는 내가 목씨와 일을 의논하지 않을 수 없는 것이다. 귀국의 흙이나 나무와 같은 관인들과 일을 의논한다는 것은 소용없는 일이다. 그런데 다만 한탄스러운 것은 귀국 정부에 사람이 없어서 마침내 목씨로 하여금 모든 외교권을 장악케 하니, 외국인들은 조선 천지에 목씨가 있는 것만 알고 다른 사람이 있는 것을 모르게 될 것이다. 이와 같이 하여 몇 해가 지나면 조선에 오는 외국의 관인이나 상인들은 목씨와 더불어 일을 의논하고 결정하지 않음이 없게 될 것이다. 그런즉 목씨의 권세는 일취월장(日就月將)하여 몇 달을 지나지 않아 천하의 사람들이 말하되, ‘목씨는 곧 조선 왕이요 조선정부이다. 목씨가 진짜 왕도, 진짜 정부도 아니나 다만 그 권력으로 하지 못하는 바가 없다’고 하게 될 것이다”라고 하였다. 들으니 한심스러움을 이기지 못하겠다. 이는 대개 미국공사가 외아문을 보매, 도맡아 다스리는 사람이 없고 모든 일을 목씨가 아니면 능히 처결하지 못하는 까닭에 그 분함을 이기지 못하고, 겸해서 우리나라에 사람 없음을 한탄해서 말한 것이다. 이날 오후에 미국공사가 목씨를 찾아가 더불어 마포의 서양인 거류지 일을 의논하다. 점차 미국공사가 우리 정부를 가벼이 보아 부득이 목씨와 더불어 일을 의논할 뜻을 나타내고 있다. 이날 미국공사가 목씨의 집으로는 가지 않았다. 밤에 민군직(閔軍職: 민영위)을 방문하다."
1884-05-25,sa_024r_0020_0060_0010,"25일(5월 1일, 일, 맑음, 삼가다) 공사관에서 지내다."
1884-05-26,sa_024r_0020_0060_0011,
1884-05-27,sa_024r_0020_0060_0012,
1884-05-28,sa_024r_0020_0060_0013,
1884-05-29,sa_024r_0020_0060_0014,
1884-05-30,sa_024r_0020_0060_0015,
1884-05-31,sa_024r_0020_0060_0016,
1884-06-01,sa_024r_0020_0060_0017,
1884-06-02,sa_024r_0020_0060_0018,
1884-06-03,sa_024r_0020_0060_0019,
1884-06-04,sa_024r_0020_0060_0020,"26일(2일, 월, 맑음, 삼가다) 아침 공부 여전하다. 오후 2시에 미국공사가 외아문을 방문하였다. 외아문 관인 중에 목야(木也: 뮐렌도르프) 한 사람을 제하고는 출근한 우리나라 관인이 단 한 사람도 보이지 않았다. 밤에 입시하여 아뢰기를, “외아문은 다른 심상한 아문에 비하여 공무가 두 배가 많고 겸해서 외국과 교섭 통상하는 이해를 판결하는 아문입니다. 그런데 지금 보건대 독판은 병으로 나오지 못하고 여러 협판은 각기 두 마음을 가지고 있어 아문이 텅 비어 있습니다. 외국인으로 우리나라에 와서 일을 의논하려는 자는 외아문에 가서 독판과 더불어 의논하지 않고 모두 목씨(木氏)와 더불어 의논·결정하고 있습니다. 그러므로 신은 차후에 조선에 오는 외국인들은 다시 외아문이 어느 곳에 있는지, 조선에 어떤 외무대관(外務大官)이 있는지 모르고서 모두 말하기를, ‘목씨가 곧 외무대신이요, 목씨 집이 곧 외아문이다’고 하지 않을까 염려됩니다”고 하였다. 다소 직설적이기는 하였으나 양전(兩殿)께서 자못 옳다고 하셨다. 이날 가친의 하서를 받다. 밤 12시경에 퇴공(退公)하여 공사관으로 돌아와 자다."
1884-06-05,sa_024r_0020_0060_0021,
1884-06-06,sa_024r_0020_0060_0022,
1884-06-07,sa_024r_0020_0060_0023,
1884-06-08,sa_024r_0020_0060_0024,
1884-06-09,sa_024r_0020_0060_0025,
1884-06-10,sa_024r_0020_0060_0026,
1884-06-11,sa_024r_0020_0060_0027,
1884-06-12,sa_024r_0020_0060_0028,
1884-06-13,sa_024r_0020_0060_0029,
1884-06-14,sa_024r_0020_0060_0030,"27일(3일, 화, 흐림, 삼가다) 오후에 미국공사와 같이 외아문을 방문하여 거류지 일을 의논하다. 외아문에서 고우장 김옥균 을 만나다. 아침에 미국 공사관에 새 깃발을 세웠는데 높이가 51척이다. 밤에 맵게 비가 내리고 사납게 번개가 치더니 새벽에 가서 개다.."
1884-06-15,sa_024r_0020_0060_0031,
1884-06-16,sa_024r_0020_0060_0032,
1884-06-17,sa_024r_0020_0060_0033,
1884-06-18,sa_024r_0020_0060_0034,
1884-06-19,sa_024r_0020_0060_0035,
1884-06-20,sa_024r_0020_0060_0036,
1884-06-21,sa_024r_0020_0060_0037,
1884-06-22,sa_024r_0020_0060_0038,
1884-06-23,sa_024r_0020_0070_0010,"23일(윤5월 초1일, 월, 조금 맑다, 삼가다) 이날 가친의 평서를 받다. 남병영의 노복 편에 부친께 평서를 올리다. 오후에 외아문에 가다. 고우 김옥균 한 사람을 제하고는, 모두 일전 이범진(李範晉)이 겪었던 일을 보통으로 여겨 진상을 힘써 가리려 하지 않는다고 한다. 통탄 통탄스러움을 이기지 못하겠다. 금석 홍영식 을 방문하다. 마침 위산 서광범 이 오고 또 고우도 와서 어울렸다. 서로들 천씨 천쑤탕 의 패망(悖妄)함과 우리나라 정부가 백성을 보호하는 일에 성의 없음을 한탄하였다. 석양에 예궐하였다. 아뢰기를, “이번 진호(陳胡: 천쑤탕)의 일을 만약 그대로 두어 다스리지 않는다면, 비단 우리나라가 독립하는 권리를 잃을 뿐 아니라, 무릇 외국인들이 조선은 굳센 기운이 없어 그 관인이 청국영사에게 잡혀가도 능히 시비를 변론하지 못한다고 할 것이니 어찌 크게 욕되고 부끄럽다 하지 않겠습니까? 엎드려 듣건대, 외아문에서는 이 한 일을 그대로 두어 논의가 일어나게 하지 않으려는 의논이 있다고 합니다. 만약 상께서 어떠한 결단을 내리지 못하시면, 조청조약(朝淸條約) 내에 ‘판사(辦事)가 부당하면 즉시 조회하여 철회케 한다’는 조문에 의거하여 정부에 엄히 경계하여야 할 것입니다. 그렇지 않고 정부에서 반드시 사리에 의거하여 쟁론해서 호노(胡奴)의 광망(狂妄)함을 억누르지 못한다면, 우리나라의 체면만 잃고 말게 될 것입니다. 엎드려 상의 결단을 바라나이다”고 하였다. 양전(兩殿)께서 옳다고 하셨다. 상께서 크게 청인의 무례에 대하여 진노하는 기색을 보이며, 기어코 조약에 실려 있는 철회에 관한 조문을 시행하셨다. 엎드려 우리 임금의 이와 같은 강명(剛明)함에 흠경(欽敬)함을 이기기 어렵다. 남병영(南兵營)의 일을 아뢰었다. 마땅히 상소의 말 뜻에 따라 속히 하교할 것을 아뢰었다. 밤중에 공사관으로 돌아와 자다. 잠이 모자라 새벽이 되어도 오히려 졸음이 온다.. 춘식(春植)의 늙은 어미가 와서 말하기를, 모교(毛橋)의 백낭(白娘)이 단봉문(丹鳳門) 밖 집에 나와 만나기를 청한다고 한다. 시세가 이렇게 되면 물리칠 수 없는 것이 정리여서 부득이 가서 만나보고 찾아온 까닭을 물었다. 백낭과의 처음부터의 관계를 적으면 다음과 같다. 금년 정월경 백시낭(白侍娘)이 미국공사 푸트의 부인을 내방했을 때, 그의 사촌 여동생인 백낭도 내방했으나 터럭만큼도 주의하지 않았었다. 그 뒤 백낭이 그 친구와 같이 푸트 부인을 방문했을 때 추파를 던져 정을 보내는 듯한 인상을 보았다. 그러나 나는 그의 뜻이 어떠한 것인지를 알지 못하였다. 그 뒤 백낭이 먼저 밀서를 보내어 스스로 나를 연모하는 뜻을 호소하였다. 이에 은근한 답장을 보내었다. 그러나 사실 이것은 사리에 따른 것이지 다른 뜻이 있었던 것은 아니었다. 이로부터 때때로 서신이 오갔고 점차 그의 뜻이 나를 연모함이 매우 간절한 것을 알게 되었다. 그리고 내가 가만히 이 아가씨를 헤아리건대, 그 어버이의 사랑을 받고 가세가 가난하지도 않을 뿐 아니라 그녀는 나를 연모한다고 하니 분명히 사람의 마음을 꾀어 금전을 뺏는 무리는 아니었다. 또 그녀는 내가 꼭 장가들기를 바라는 것으로 생각되지도 않았다. 그리고 한 여자가 온 마음으로 나를 연모하는데 단연 거절하는 것도 좋은 일은 아니었다. 대저 연소한 남녀가 서로 꾀는 것도 이상한 일은 아닌 것이다. 이런 까닭으로 때때로 그의 은근한 뜻에 정성껏 대답하였고, 자연 날이 감에 따라 인연이 닿아 하룻밤을 같이하게 되었다. 그 뒤 편지할 때마다 나에게, 자기에게 장가들어 첩으로 삼을 것을 청하였다. 내가 사양하기를 “나는 지금 단지 서생(書生)일 뿐이요 또 스스로 외국 가기를 기약하고 있으므로 말한 바를 따를 수 없다”고 하였다. 그래도 오히려 듣지 않고 죽기를 무릅쓰고 자주 청하였다. 심지어는 혈서로 맹세하여 기어코 나의 허락을 얻고자 하였다. 그녀의 마음이 이와 같음을 보건대, 만약 무정하게 끊어버린다면 원한을 품고 말썽을 일으킬까 염려도 되었다. 부득이 고식적으로 응대하되 늘 좀 더 뒷날을 기다려서 인연을 맺자고 사양하였다. 또 그 부모의 허락을 받도록 하여 힘써 지연시키기도 하였다. 하루는 그녀의 편지를 보니, 자기 부모들이 그녀의 소원을 들어주지 않는데 부모의 결심을 깨뜨릴 수 없어 이로 인하여 병이 들었으니 소원을 허락하여 병을 고치게 하여 달라고 하였다. 나는 오히려 뒤로 미루기만 하였을 뿐이었다. 하루는 비오는 밤중에 잠시 나와 만나기를 청하였다. 가보니 용모가 매우 초췌하였다. 인사를 마치자 손을 잡고 흐느껴 울면서 스스로 그 정을 호소하여 말하기를, “첩은 시하(侍下)의 귀한 딸로 의식과 장물(粧物)에 부족한 바가 없습니다. 다만 좋은 배필을 만나지 못하여 헛되이 세월을 보내지 않을까 하는 것이 걱정이었습니다. 한번 그대를 만나면서부터, 그대를 사모함이 매우 간절하여 밤낮으로 잊을 수가 없었습니다. 머리 빗고 낯 씻는 일(巾櫛을 받들기를 원한 지 반년이 되었습니다. 그러나 가규(家規)가 매우 엄하여 품은 바를 이룰 수가 없었습니다. 이 같은 마음을 이루기 어려우리라 여겨지매 문득 스스로 목숨을 끊어 잊어버리리라 생각하고 일찍이 연못가로 달아나다 잡히었고 독약을 마시려 하였으나 그러지 못하였습니다. 근일에는 신음하다 병이 되어 미음이 입으로 들어가지 못한 채 뒤척이며 잠을 이루지 못하고 있습니다. 하늘에 닿은 결심은 부귀의식의 영화를 구하지 않고 다만 좌우에 있으면서 그대를 모시는 요행만을 원할 뿐입니다. 지금의 사세로는 죽고 사는 것이 그대에게 달려 있으니 그대는 살피어 주기 바랍니다. 만약 인명이 중하다고 하면 인자한 은혜를 베풀어 주기 바랍니다. 만약 그렇지 않으면 첩은 곧 그대와 작별코자 합니다”고 하였다. 이어 작은 궤를 꺼내어 주면서 말하기를, “몰래 도망치고자 하여 귀중한 물건을 수습하지 못하고 몸에 딸린 긴요한 물건 몇 가지만을 가져왔습니다. 바라건대 그대는 나를 위하여 간수해 주기 바랍니다. 내일 밤에 교자(轎子)를 이 근처에 보내주면 밤이 깊어 사람들이 조용해진 뒤에 도망쳐 나와 상종(相從)할 것입니다”라고 하였다. 또 말하기를, “그대를 따라 몰래 도망쳐 부모와 영원히 이별할 것을 생각하니 수연(愁然)하여 눈물이 글썽거림을 깨닫지 못하겠습니다. 그러나 또한 그대와의 업원(業冤) 046 046 업원(業冤) 전생에서 지은 죄로 이승에서 받는 괴로움 이어서 억제하기 어렵습니다. 차라리 낳아 준 우리 부모에게 죄를 지을망정 그대를 사모하는 정과 사랑은 금할 길이 없으니 어여삐 여겨 기어이 구해 주십시요”라고 하였다. 듣고 보니 답답하고 민망함을 이기기 어렵다. 그녀의 소원대로 하려 하니 일이 구차하고 난처해진다. 혹 그녀의 뜻을 거역하면, 그녀의 결심이 이와 같이 지극히 간절하니, 어떤 좋지 못한 광경이 일어날지도 모르겠다. 폐일언하고 천 번 만 번 생각하여도 반드시 그녀의 뜻을 꺾지는 못하고 말 것 같다. 부득이하여 달래고 늦추어 마음을 잡게 하려 하였으나 끝내 그렇게 하지 못하였다. 그리하여 허락하고 궤를 가지고 돌아왔다. 그 이튿날 아침에 들으니 간밤에 일이 발각되어 그녀의 부모가 방에 가두어 두고 매우 굳게 지키고 있다고 한다. 백낭에게는 가련한 일이라 하겠으나 마음속으로는 약속을 뒷날로 미루게 된 것을 기뻐하였다. 그런데 뜻밖에 이 밤에 도망쳐 나온 것이다. 그 연유를 물었더니 백낭이 말하기를, “일전에 약속한 일은 발각되고 여종(女從)들은 제 심정을 알아주지 않았습니다. 그 때문에 이날부터 집안의 단속이 굳고 엄하여 온갖 꾀를 썼으나 방법이 없어 음식을 끊고 자결하려 하였습니다. 다행히 당번한 노파의 은혜를 입어 창을 넘어 도망쳐 온 것입니다. 이 몸의 일을 그대에게 맡기니 처치하여 주십시요”고 하였다. 보니 수초(愁焦)함이 얼굴에 나타나 있었다. 위로를 하고 잠시 정군(丁君) 집에 피해 있게 하였다."
1884-06-24,sa_024r_0020_0070_0020,"24일(2일, 화, 맑음, 삼가다) 아침에 고우 김옥균 를 방문하여 시사를 담론하다. 이날 고우가 인천(仁川)으로 가 러시아공사 웨베르:Karl I. Waeber 를 맞이하다. 저녁때 예궐하여, 진호(陳胡: 천쑤탕)의 일은 고식(姑息)하여 지나쳐서는 안되는 사유를 아뢰었다. 밤에 들으니 충주목사 민응식(閔應植)과 민영목이 말하기를, “함경관찰사(監司) 임한수가 남병사 윤웅렬 의 파출(罷黜)을 청하였으나 상께서 허락하지 않으셨다. 대신도 글을 올려 요청했지만 윤허하지 않으셨다. 이와 같이 편벽되게 옹호한다면 기강이 서지 않을까 염려되니 어떻게 법을 세워야 할지 모르겠다”고 하였다 한다. 허다한 비루하고 통탄스런 말들이 실로 한탄스럽다. 밤에 아뢰기를, “모든 조정의 관인들이 다 말하기를, ‘상께서 신의 아비를 편애하여 함경도관찰사와 대신의 계초(啓草)를 윤허하지 않는다’고들 합니다. 대저 신의 아비가 범한 바가 죄가 된다면 비록 필부(匹夫)가 정소(呈訴)하여 파출을 청한다고 하더라도, 정부가 백성을 편안케 하는 도리는, 마땅히 그 정소에 의거하여 그 죄를 벌해야 할 것입니다. 만약 범한 바 죄가 없다고 하면 비록 3상(三相)·6경(六卿)이 파출을 청한다고 하더라도 허락하지 않음이 옳은 것입니다. 어찌 순찰사(巡察使)의 장계(狀啓)가 중하다고 하여 한갓 무죄한 사람을 벌할 수 있겠습니까. 그리고 신의 아비가 행한 바는 명을 받들어 하지 않은 것이 없으며 재물을 탐내어 사사로이 경영한 것도 아닙니다. 그런데 함경도관찰사는 사사로운 혐의로 파출을 청하고 있습니다. 주상의 하늘같은 은혜가 황감하지 않은 것은 아니나 그 장계(長計)를 윤허하지 않은 것이 우리 임금이 편벽되게 비호한 것이라고는 할 수 없습니다. 엎드려 바라는 바는 속히 주상께서 비답을 내리시어 군국아문(軍國衙門)으로 하여금 절목(節目)을 판정토록 하여 신의 아비로 하여금 전례에 의하여 국사를 거행케 해야 할 것입니다”라고 하였다. 상께서 옳다고 하셨다. 일찍 물러나와 정우(丁友)의 집에서 자다."
